feature,ganancia
dif_elo,16.790615463256835
dif_pts_camp,14.791547966003417
fdr_dif,10.860405349731446
dif_ppp_camp,9.86578311920166
fdr_visita,8.262519645690919
dif_pos_tabla_camp,7.909276962280273
local_pts_u5,4.8124762058258055
local_elo,4.7325023174285885
dif_xg_u5,4.67880654335022
local_xg_u5,4.56035795211792
fdr_local,4.46767635345459
local_xg_cond_u5,4.334656190872193
local_corners_u3,4.294150114059448
local_ppp_camp,4.241479158401489
h2h_pts_visita,4.208506011962891
dif_xgc_u5,4.1533411026000975
local_pos_tabla_camp,4.128591728210449
local_xa_u3,4.063265991210938
visita_gf_u5_temp,4.049175834655761
dif_n_hist,3.9908540725708006
local_xg_u3,3.871057319641113
local_elo_delta_u10,3.845567226409912
h2h_pts_local,3.808664608001709
visita_tiros_arco_conc_u5,3.798662042617798
local_xgc_diff_u5,3.798502969741821
visita_xgc_u3,3.7863326549530028
visita_tiros_u5,3.7502248287200928
local_xa_u5,3.7443708419799804
local_dg_camp,3.6902485370635985
local_tiros_u3,3.685493755340576
visita_tiros_conc_u5,3.6705284118652344
dif_pts_u5,3.6683003902435303
visita_tiros_arco_u3,3.6547717094421386
visita_pts_med_u5_temp,3.607195520401001
local_xg_u5_temp,3.566914701461792
dif_pts_med_u5,3.560886573791504
visita_gf_u5,3.560878610610962
visita_xgc_cond_u5,3.5596238136291505
local_gc_u5,3.556085395812988
local_gf_cond_u5,3.5514753341674803
dif_gf_u5,3.5325111865997316
local_xgc_cond_u5,3.5184399604797365
local_xgc_por_tiro_u5,3.500045347213745
local_tiros_u5,3.4692776203155518
dif_gc_u5,3.457854747772217
visita_tarjetas_u3,3.4357250690460206
local_pts_u5_temp,3.4281619071960447
h2h_cond_gc_local,3.4257396697998046
visita_pts_med_u3,3.4111038208007813
visita_xa_u5,3.4072239875793455
local_elo_delta_u5,3.38628945350647
local_pts_arq_u5,3.38541579246521
local_xgc_u5_temp,3.3751394748687744
visita_pts_del_u3,3.3592366218566894
visita_xa_u3,3.3526395320892335
local_pts_del_u3,3.3349900245666504
visita_xg_diff_u5,3.3333781242370604
local_xgc_u5,3.3212899208068847
local_corners_u5,3.3123451232910157
dif_dias_descanso,3.3117799282073976
local_pts_camp,3.3111504554748534
visita_elo,3.3003673553466797
h2h_cond_pts_visita,3.2972866535186767
visita_xgc_u5_temp,3.281460475921631
visita_atajadas_u3,3.2757425785064695
visita_pts_def_u5,3.2686429977416993
local_gf_u5,3.2652299642562865
local_prop_tiros_arco_conc_u5,3.243629264831543
visita_pts_def_u5_temp,3.2417658805847167
visita_es_ascendido,3.2386115074157713
visita_gf_u3,3.2379288196563722
visita_sorpresa_u10,3.2286741733551025
visita_partidos_14d,3.2229686260223387
visita_gc_camp,3.2214946508407594
local_tiros_arco_u5,3.2181914806365968
local_tarjetas_u3,3.19880633354187
visita_faltas_u3,3.197505235671997
visita_tiros_arco_u5,3.1789294481277466
visita_tasa_atajadas_u5,3.1744197368621827
local_pts_def_u3,3.1715607166290285
visita_dg_camp,3.1670202255249023
visita_pts_u3,3.159899139404297
visita_xgc_u5,3.1587515354156492
visita_tiros_arco_u5_temp,3.1487306118011475
local_xgc_u3,3.14432053565979
local_pts_med_u5,3.1366293907165526
visita_pts_arq_u5,3.1346553325653077
visita_elo_delta_u5,3.1327707767486572
visita_tiros_u3,3.126019334793091
local_gf_camp,3.125542497634888
local_gc_camp,3.1158028125762938
local_continuidad_plantel_u5,3.111437749862671
local_pts_del_u5,3.110461473464966
local_dias_descanso,3.108394908905029
local_gf_u5_temp,3.1065657138824463
local_elo_delta_u3,3.1016061782836912
h2h_gc_local,3.100878286361694
visita_xgc_diff_u5,3.1008599281311033
visita_continuidad_plantel_u5,3.0968883991241456
local_tiros_conc_u5,3.0951778411865236
dif_elo_delta_u5,3.0892773628234864
visita_corners_u3,3.086347532272339
visita_xg_cond_u5,3.0853011131286623
visita_tarjetas_u5,3.0753517150878906
dif_sorpresa_u10,3.072934865951538
visita_gc_cond_u5,3.0714725494384765
visita_pts_u5,3.068386125564575
local_pts_def_u5,3.063879299163818
dif_racha,3.061949062347412
visita_sorpresa_u5,3.0592307090759276
local_es_ascendido,3.0559724807739257
local_racha,3.053122615814209
visita_pts_arq_u3,3.0455782413482666
visita_pts_cond_u5,3.0393696308135985
local_gf_u3,3.0376637458801268
local_tasa_atajadas_u5,3.035262203216553
local_pts_med_u3,3.030350399017334
visita_racha,3.0235002517700194
dif_pts_def_u5,3.0163743019104006
gameweek,3.01524658203125
visita_mins_hhi,3.013894033432007
local_gc_u5_temp,3.009010934829712
h2h_cond_gf_local,3.004933547973633
local_tiros_arco_u3,3.0012829303741455
h2h_gf_local,2.994221591949463
visita_pts_med_u5,2.993186044692993
h2h_cond_pts_local,2.9913469791412353
local_n_jugadores_u3,2.980306386947632
visita_gc_u3,2.9770828247070313
visita_n_hist,2.9688909530639647
visita_xg_u3,2.965063762664795
visita_prop_tiros_arco_conc_u5,2.962631177902222
visita_corners_u5,2.9615500926971436
visita_pts_def_u3,2.9474724769592284
visita_prop_tiros_arco_u5,2.9300796031951903
local_faltas_u3,2.9235581874847414
local_atajadas_u5,2.9144031286239622
visita_atajadas_u5,2.9128103256225586
local_n_hist,2.91104793548584
local_pts_med_u5_temp,2.897727060317993
visita_pts_del_u5,2.89381890296936
local_mins_hhi,2.8824820518493652
visita_xg_u5_temp,2.8688207626342774
visita_xgc_por_tiro_u5,2.8681674003601074
