feature,ganancia
dif_pts_camp,19.60561180114746
dif_elo,16.294107055664064
dif_ppp_camp,13.385752105712891
fdr_dif,12.749431800842284
fdr_visita,11.243143844604493
dif_pos_tabla_camp,9.427154636383056
dif_xg_u5,6.814074993133545
local_elo,6.652738475799561
local_pts_u5,5.830847930908203
fdr_local,5.706645870208741
dif_posesion_u5,5.608457374572754
dif_pts_u5,5.404389190673828
dif_xgc_u5,5.292110824584961
local_posesion_u5,5.277569961547852
local_xg_cond_u5,5.18905782699585
local_xg_u5,5.162875652313232
local_ppp_camp,5.013084030151367
local_precision_pases_u3,4.955653953552246
local_corners_u3,4.926851367950439
local_pos_tabla_camp,4.87739143371582
dif_pts_todo_u5,4.81766676902771
local_pts_u5_temp,4.773791646957397
local_xg_u3,4.698837947845459
local_precision_pases_u5,4.6392897605896
visita_tiros_u3,4.616794395446777
local_xa_u3,4.540230083465576
h2h_pts_visita,4.531443977355957
visita_tiros_area_conc_u3,4.526770401000976
visita_gf_u5_temp,4.517616558074951
visita_importancia_max,4.517122650146485
visita_tiros_area_conc_u5,4.5098645210266115
local_tiros_u5,4.48904595375061
local_rechazos_u5,4.444508171081543
visita_tarjetas_u5,4.4349652290344235
h2h_pts_local,4.38333044052124
local_tiros_area_u3,4.382297325134277
local_bloqueos_u5,4.378935194015503
local_tiros_u3,4.372247743606567
local_xgc_cond_u5,4.36055965423584
local_xg_u5_temp,4.351838636398315
visita_atajadas_u3,4.347783994674683
visita_gf_u5,4.250085783004761
visita_partidos_14d,4.2320556640625
h2h_cond_gc_local,4.218399238586426
local_xgc_diff_u5,4.214139795303344
visita_dg_camp,4.1985753059387205
visita_tiros_arco_conc_u5,4.197867155075073
local_elo_delta_u10,4.1887444972991945
visita_tiros_u5,4.1877710819244385
visita_tiros_fuera_conc_u3,4.17574110031128
visita_xa_u5,4.151043367385864
local_xa_u5,4.140420961380005
h2h_gc_local,4.120889377593994
visita_tiros_arco_u3,4.072445106506348
visita_xgc_u3,4.070920515060425
visita_pts_todo_u5,4.067844247817993
visita_xgc_u5,4.056231117248535
visita_elo,4.041024160385132
local_pts_del_u3,4.020941734313965
visita_xg_diff_u5,3.978084421157837
visita_tiros_fuera_conc_u5,3.964241361618042
visita_pts_med_u3,3.961747932434082
local_pts_arq_u5,3.9595075130462645
local_xgc_u5_temp,3.952694225311279
visita_n_jugadores_u3,3.9413912773132322
visita_es_ascendido,3.9314042568206786
dif_quites_u5,3.9204235076904297
visita_toques_area_rival_u5,3.899772787094116
local_quites_u5,3.891274261474609
local_dg_camp,3.8750112056732178
local_tiros_arco_u3,3.8747326374053954
visita_tiros_conc_u5,3.869189214706421
local_tiros_area_conc_u5,3.869017219543457
h2h_gf_local,3.8519267559051515
visita_pts_med_u5_temp,3.851903200149536
local_tiros_fuera_u5,3.8501715660095215
visita_xg_cond_u5,3.8449371814727784
visita_xa_u3,3.836835479736328
local_intercepciones_u5,3.8307218074798586
visita_sorpresa_u10,3.826871871948242
local_xgc_por_tiro_u5,3.810114526748657
visita_pts_del_u3,3.8022692680358885
local_n_hist,3.8020148277282715
local_intercepciones_u3,3.783328056335449
local_tasa_atajadas_u3,3.775384759902954
local_pts_def_u3,3.769938850402832
local_prop_tiros_arco_conc_u5,3.761475419998169
local_corners_u5,3.7567436695098877
visita_xgc_cond_u5,3.7495545387268066
visita_posesion_u5,3.7476260662078857
local_tiros_fuera_u3,3.7329594135284423
local_dg_cond_u5,3.724460077285767
visita_rechazos_u5,3.709840679168701
visita_bloqueos_u3,3.70382022857666
local_gf_cond_u5,3.7018597602844237
dif_gc_u5,3.695438194274902
visita_ppp_camp,3.695044755935669
visita_precision_pases_u5,3.6918990135192873
local_es_ascendido,3.6909532070159914
dif_sorpresa_u10,3.6867630958557127
visita_faltas_u3,3.681887149810791
local_gf_u5_temp,3.676818037033081
visita_pts_u3,3.659928226470947
visita_quites_u5,3.6431717395782472
local_prop_aereos_ganados_u5,3.6375771522521974
visita_pts_def_u5_temp,3.6355374336242674
visita_xg_u5_temp,3.629554033279419
local_elo_delta_u5,3.622815752029419
local_continuidad_plantel_u5,3.6130226135253904
local_dias_desde_ultimo_todo,3.5959334850311278
visita_tasa_atajadas_u5,3.595316743850708
visita_pos_tabla_camp,3.5939510345458983
visita_xgc_u5_temp,3.5767016887664793
local_toques_area_rival_u5,3.5730504512786867
local_posesion_u3,3.5662392139434815
local_tiros_fuera_conc_u3,3.566084146499634
visita_copas_acumuladas,3.5637791633605955
local_dias_descanso,3.5632948875427246
local_tiros_area_u5,3.55677170753479
local_pts_med_u3,3.539635181427002
dif_dias_descanso,3.538815975189209
visita_pts_def_u3,3.5388035774230957
local_gf_todo_u5,3.53674578666687
local_bloqueos_u3,3.5276569366455077
visita_pts_cond_u5,3.515388536453247
local_pts_del_u5,3.5152860641479493
visita_gc_todo_u5,3.5065459489822386
visita_corners_u3,3.497894859313965
visita_partidos_todo_14d,3.4934208393096924
visita_pts_def_u5,3.4896701335906983
visita_xg_u3,3.4775224685668946
local_xg_por_tiro_u5,3.472057247161865
local_prop_tiros_area_u3,3.4675317287445067
local_xg_diff_u5,3.461292362213135
dif_importancia_max,3.457686519622803
visita_gc_camp,3.4474464416503907
visita_rechazos_u3,3.4431238174438477
visita_toques_area_rival_u3,3.442778778076172
h2h_cond_pts_local,3.4181132555007934
visita_atajadas_u5,3.413654851913452
visita_quites_u3,3.4129876613616945
local_tasa_atajadas_u5,3.4109779357910157
local_prop_aereos_ganados_u3,3.400936460494995
visita_elo_delta_u5,3.3992659568786623
local_atajadas_u5,3.3863925457000734
visita_dias_desde_ultimo_todo,3.3752891540527346
local_quites_u3,3.3717912673950194
visita_gc_cond_u5,3.3654204845428466
visita_pts_arq_u5,3.3630136966705324
visita_prop_aereos_ganados_u3,3.358112668991089
visita_sorpresa_u5,3.347044658660889
local_mins_hhi,3.342204236984253
visita_elo_delta_u3,3.3294105529785156
dif_pts_med_u5,3.3269323825836183
visita_continuidad_plantel_u5,3.3265328884124754
local_gf_camp,3.3229376792907717
local_partidos_todo_14d,3.3024449825286863
visita_xg_u5,3.29860463142395
visita_bloqueos_u5,3.292446756362915
local_xgc_u5,3.2843177795410154
visita_elo_delta_u10,3.2799855709075927
visita_xgc_diff_u5,3.2648098945617674
local_n_jugadores_u5,3.262010669708252
visita_gf_cond_u5,3.2543540000915527
visita_pts_u5_temp,3.247913646697998
local_elo_delta_u3,3.2478629112243653
local_xgc_u3,3.2439677238464357
visita_prop_tiros_area_u3,3.243682527542114
visita_prop_tiros_arco_u5,3.23708233833313
local_pts_def_u5_temp,3.23444242477417
local_pts_camp,3.234087038040161
visita_mins_hhi,3.2312771797180178
local_tiros_arco_u5_temp,3.230946445465088
local_pts_med_u5_temp,3.230628776550293
visita_tiros_area_u5,3.2292423248291016
visita_corners_u5,3.226620101928711
visita_pts_del_u5,3.2207292556762694
visita_tarjetas_u3,3.211598014831543
visita_prop_tiros_arco_conc_u5,3.2108171463012694
visita_pts_arq_u3,3.2047128200531008
local_racha,3.1968382358551026
visita_xg_por_tiro_u5,3.184941053390503
local_pts_arq_u3,3.180947256088257
local_toques_area_rival_u3,3.1615060567855835
local_sorpresa_u5,3.1608736515045166
local_prop_tiros_area_u5,3.137773132324219
visita_prop_tiros_area_conc_u5,3.1377251148223877
visita_gf_u3,3.134990692138672
local_tiros_area_conc_u3,3.1348501205444337
local_tiros_arco_u5,3.133773756027222
dif_n_hist,3.133641242980957
dif_gf_u5,3.1335842609405518
dif_xg_por_tiro_u5,3.1276801109313963
dif_prop_tiros_area_u5,3.124918508529663
visita_pts_med_u5,3.1134763956069946
visita_prop_aereos_ganados_u5,3.1075578212738035
local_pts_cond_u5,3.099826622009277
local_tiros_conc_u5,3.0949474811553954
visita_tiros_arco_u5_temp,3.0895809650421144
local_prop_tiros_area_conc_u3,3.0872785091400146
dif_racha,3.08239688873291
local_tiros_fuera_conc_u5,3.0734745025634767
local_pts_def_u5,3.068363809585571
visita_prop_tiros_area_u5,3.05049409866333
visita_tiros_area_u3,3.048831081390381
visita_intercepciones_u3,3.0483383893966676
local_gc_u5_temp,3.0434001445770265
h2h_n,3.0408682346343996
local_pj_camp,3.0272432804107665
visita_tiros_fuera_u5,3.0215309619903565
visita_tasa_atajadas_u3,3.0100096702575683
visita_n_hist,3.0019243240356444
visita_pts_camp,2.9994969844818113
local_prop_tiros_arco_u5,2.988293933868408
local_rechazos_u3,2.9860862493515015
visita_racha,2.9772260665893553
local_gc_cond_u5,2.9695677280426027
local_prop_tiros_area_conc_u5,2.9588862895965575
dif_elo_delta_u5,2.952253580093384
h2h_cond_gf_local,2.944432592391968
gameweek,2.943877124786377
visita_intercepciones_u5,2.907032823562622
local_faltas_u5,2.893458843231201
local_faltas_u3,2.8562445640563965
h2h_cond_pts_visita,2.8489696979522705
local_tarjetas_u3,2.837882661819458
visita_xgc_por_tiro_u5,2.830967903137207
visita_faltas_u5,2.809772753715515
local_sorpresa_u10,2.7979061603546143
visita_tiros_arco_u5,2.7823482036590574
visita_prop_tiros_area_conc_u3,2.778383159637451
local_gc_camp,2.7525694370269775
local_pts_med_u5,2.7521682739257813
visita_europa_acumuladas,2.74804003238678
dif_copas_acumuladas,2.7352330684661865
visita_precision_pases_u3,2.698084259033203
visita_tiros_fuera_u3,2.6644759654998778
local_gf_u5,2.645762872695923
dif_partidos_todo_14d,2.6138301372528074
visita_dias_descanso,2.5992621898651125
local_pts_todo_u5,2.5800090789794923
visita_pj_camp,2.573086905479431
local_partidos_21d,2.558341884613037
local_atajadas_u3,2.5552648544311523
local_n_jugadores_u3,2.5316529750823973
local_tarjetas_u5,2.5215786933898925
visita_n_jugadores_u5,2.4815202236175535
visita_partidos_copa_14d,2.4679651260375977
visita_posesion_u3,2.4158180713653565
visita_gc_u5_temp,2.3688777446746827
visita_pts_u5,2.2853957176208497
local_gc_u5,2.264322805404663
dif_pts_def_u5,2.264032554626465
visita_partidos_todo_7d,2.253373050689697
local_gc_todo_u5,2.247767186164856
visita_gc_u5,2.228002405166626
visita_gc_u3,2.178113842010498
visita_gf_camp,2.0900124073028565
visita_partidos_copa_7d,1.9957515239715575
local_copas_acumuladas,1.9019510269165039
visita_dg_cond_u5,1.8541641235351562
local_partidos_14d,1.763559627532959
visita_partidos_todo_21d,1.6875548839569092
visita_partidos_21d,1.6166581153869628
local_partidos_todo_21d,1.601394820213318
visita_gf_todo_u5,1.6004254341125488
local_pts_u3,1.578781509399414
local_europa_acumuladas,1.5339081764221192
local_tiros_arco_conc_u5,1.5261878967285156
h2h_cond_n,1.4265612602233886
local_partidos_copa_14d,1.376547908782959
local_gf_u3,1.3426867961883544
local_importancia_max,0.9675854206085205
visita_partidos_7d,0.7468972682952881
local_partidos_7d,0.7441963911056518
local_partidos_todo_7d,0.6176984310150146
local_partidos_copa_7d,0.5794241428375244
