feature,ganancia
dif_elo,15.03060359954834
dif_ppp_camp,14.090455245971679
dif_pts_camp,13.994208717346192
dif_pos_tabla_camp,12.856703567504884
fdr_dif,12.756064796447754
fdr_visita,8.581602096557617
local_xg_cond_u5,5.92205171585083
local_es_ascendido,5.913599681854248
local_elo,5.862152481079102
dif_pts_u5,5.291502046585083
fdr_local,5.2748700141906735
local_xg_u5,5.200029373168945
local_pos_tabla_camp,5.176938915252686
local_ppp_camp,4.958816814422607
h2h_pts_visita,4.9485107421875
local_posesion_u5,4.786441135406494
local_bloqueos_u5,4.7572883605957035
dif_xgc_u5,4.510940647125244
visita_es_ascendido,4.460431718826294
visita_gf_u5_temp,4.459235000610351
visita_xgc_u3,4.454407024383545
h2h_pts_local,4.336133289337158
visita_toques_area_rival_u3,4.262990522384643
visita_dg_camp,4.256672477722168
local_tiros_fuera_u5,4.245684289932251
dif_posesion_u5,4.243018102645874
local_intercepciones_u3,4.237573194503784
visita_tiros_area_conc_u5,4.213642406463623
dif_gc_u5,4.195932054519654
dif_pts_med_u5,4.1525163650512695
dif_n_hist,4.137080907821655
visita_ppp_camp,4.122224044799805
local_precision_pases_u3,4.105785799026489
visita_tiros_conc_u5,4.099968099594117
visita_xgc_u5_temp,4.059994697570801
visita_gc_todo_u5,4.010126399993896
visita_xgc_u5,4.0055149555206295
local_tiros_u3,3.988124418258667
visita_xa_u5,3.98671236038208
local_corners_u3,3.9699912071228027
visita_tiros_arco_conc_u5,3.9551372051239015
visita_atajadas_u3,3.932618808746338
local_xgc_por_tiro_u5,3.914847230911255
local_tiros_conc_u5,3.90752854347229
local_dg_camp,3.8653730869293215
local_corners_u5,3.8623331069946287
visita_tiros_area_u5,3.855792284011841
local_xa_u3,3.8446872234344482
local_precision_pases_u5,3.8356430530548096
local_pts_cond_u5,3.8325467109680176
local_xg_u5_temp,3.820663022994995
local_xg_u3,3.7916669845581055
visita_sorpresa_u10,3.76562294960022
h2h_gc_local,3.7648764133453367
visita_tiros_u3,3.756563138961792
visita_elo,3.7529404163360596
visita_tiros_area_conc_u3,3.7447545528411865
local_toques_area_rival_u3,3.7386722564697266
visita_tiros_fuera_conc_u3,3.7256443023681642
local_elo_delta_u10,3.70359525680542
visita_xgc_cond_u5,3.703356170654297
visita_tiros_u5,3.671477746963501
local_xgc_diff_u5,3.668289375305176
visita_gf_todo_u5,3.667567729949951
local_posesion_u3,3.6467068195343018
local_rechazos_u3,3.6418468952178955
visita_tasa_atajadas_u5,3.62171893119812
visita_pts_med_u5_temp,3.6144311904907225
dif_pts_def_u5,3.608687734603882
visita_tiros_arco_u5,3.567445755004883
local_tiros_fuera_conc_u5,3.5395537853240966
visita_gc_cond_u5,3.5260587692260743
visita_xg_diff_u5,3.5172706604003907
visita_pts_arq_u5,3.514068126678467
local_toques_area_rival_u5,3.5110769271850586
local_tiros_fuera_u3,3.509138584136963
local_prop_aereos_ganados_u5,3.502505350112915
visita_pts_del_u5,3.501594638824463
visita_tarjetas_u5,3.4872603893280028
dif_dias_descanso,3.4775981426239015
visita_pts_def_u5,3.4768821716308596
local_pts_def_u5_temp,3.4694047927856446
visita_toques_area_rival_u5,3.4571860313415526
local_rechazos_u5,3.438891887664795
visita_atajadas_u5,3.4380259990692137
visita_xg_u3,3.4348841190338133
visita_xg_por_tiro_u5,3.428976058959961
local_gc_u5_temp,3.416801404953003
visita_prop_tiros_area_conc_u5,3.410295820236206
visita_tiros_fuera_conc_u5,3.4076237201690676
dif_gf_u5,3.4057507514953613
visita_tiros_fuera_u3,3.400639533996582
visita_precision_pases_u5,3.3982037544250487
visita_importancia_max,3.3823289394378664
local_prop_aereos_ganados_u3,3.3789228916168215
local_tiros_area_u5,3.3774706363677978
visita_xa_u3,3.3688915252685545
local_tiros_arco_u3,3.338981580734253
local_pts_camp,3.336189937591553
visita_tiros_arco_u3,3.3321383953094483
local_dias_descanso,3.3165705680847166
local_xg_por_tiro_u5,3.303416204452515
local_pts_del_u5,3.301538181304932
local_pts_del_u3,3.2986875057220457
visita_bloqueos_u5,3.295828628540039
visita_dias_desde_ultimo_todo,3.2827795505523683
visita_pts_med_u3,3.2815582752227783
visita_sorpresa_u5,3.2775807857513426
local_xgc_cond_u5,3.2675398349761964
dif_sorpresa_u10,3.2638580322265627
visita_pts_def_u5_temp,3.2615211963653565
visita_pts_med_u5,3.2453957080841063
visita_mins_hhi,3.2380133628845216
dif_quites_u5,3.2312703132629395
dif_xg_u5,3.2246153354644775
local_pts_arq_u3,3.2228014945983885
visita_prop_tiros_arco_conc_u5,3.2052448272705076
visita_faltas_u3,3.19571738243103
visita_prop_aereos_ganados_u5,3.19522647857666
local_tiros_fuera_conc_u3,3.1947675228118895
visita_corners_u5,3.1927700996398927
local_xa_u5,3.188311243057251
visita_faltas_u5,3.187921237945557
local_xgc_u3,3.1806734561920167
local_gf_camp,3.175859498977661
dif_pts_todo_u5,3.160173749923706
local_tasa_atajadas_u3,3.157352828979492
local_pts_med_u5,3.1559391021728516
visita_tarjetas_u3,3.1506487846374513
local_tiros_area_conc_u5,3.15042929649353
local_europa_acumuladas,3.1312416076660154
local_quites_u5,3.1289016723632814
visita_tiros_area_u3,3.125393009185791
visita_posesion_u3,3.119308042526245
visita_gc_camp,3.116288185119629
local_prop_tiros_arco_conc_u5,3.1132161140441896
visita_prop_aereos_ganados_u3,3.1099273681640627
local_dias_desde_ultimo_todo,3.1034039497375487
local_tiros_u5,3.098445463180542
local_tiros_arco_u5,3.0982450008392335
local_mins_hhi,3.0974780559539794
visita_rechazos_u3,3.0877832412719726
local_prop_tiros_area_conc_u5,3.0818546772003175
local_pts_def_u5,3.0572606563568114
visita_quites_u5,3.0522998809814452
visita_dias_descanso,3.0480342388153074
local_gc_u5,3.0401193618774416
visita_tiros_arco_u5_temp,3.035334920883179
visita_pts_def_u3,3.017441415786743
local_gf_cond_u5,3.016304779052734
visita_racha,3.0101200580596923
visita_copas_acumuladas,2.9996363162994384
local_prop_tiros_area_u3,2.9942181587219237
visita_xgc_por_tiro_u5,2.9805855751037598
