feature,ganancia
dif_elo,12.919807243347169
dif_pts_camp,11.53701286315918
fdr_dif,10.821377563476563
dif_ppp_camp,10.048023986816407
dif_pos_tabla_camp,9.949349784851075
fdr_visita,5.866929006576538
local_es_ascendido,4.9566370964050295
local_xg_cond_u5,4.896212387084961
local_elo,4.4803719997406
local_pos_tabla_camp,4.24866213798523
h2h_pts_visita,4.0996945858001705
local_ppp_camp,3.8917097091674804
fdr_local,3.735566520690918
visita_xgc_u3,3.7258915424346926
local_xg_u5,3.7229701042175294
visita_gf_u5_temp,3.6909307479858398
local_corners_u3,3.524326133728027
local_corners_u5,3.4874155521392822
visita_tiros_conc_u5,3.358490514755249
dif_pts_med_u5,3.3350979804992678
dif_pts_u5,3.322894334793091
visita_es_ascendido,3.3163506984710693
visita_dg_camp,3.2991147518157957
dif_n_hist,3.295702314376831
local_xg_u5_temp,3.246780443191528
visita_xa_u5,3.228303623199463
visita_tiros_u3,3.215241813659668
local_xa_u3,3.20709433555603
visita_tiros_arco_conc_u5,3.202869701385498
visita_xgc_cond_u5,3.1512312412261965
dif_xgc_u5,3.1428506851196287
local_tiros_u5,3.1252981662750243
local_tiros_u3,3.114105463027954
visita_xgc_u5_temp,3.087133550643921
h2h_gc_local,3.052433967590332
local_xgc_diff_u5,3.0494988441467283
visita_pts_def_u5,3.021555185317993
visita_gf_u5,3.0132140159606933
local_xa_u5,2.9911324977874756
local_pts_u5,2.9778844356536864
visita_pts_med_u3,2.976189470291138
dif_gc_u5,2.9750553131103517
local_tiros_conc_u5,2.973301649093628
local_xg_u3,2.926481103897095
visita_xgc_u5,2.923084259033203
local_pts_camp,2.91871018409729
dif_gf_u5,2.9137645244598387
visita_tiros_u5,2.907861042022705
local_dias_descanso,2.9076087474823
dif_dias_descanso,2.9025973796844484
local_pts_u5_temp,2.8664708137512207
dif_pts_def_u5,2.862752342224121
visita_pts_med_u5_temp,2.8523212909698485
local_pts_del_u3,2.8442181587219237
visita_xg_cond_u5,2.842478847503662
visita_gf_u3,2.8399887084960938
local_xgc_cond_u5,2.8386276721954347
visita_pts_arq_u5,2.8374068260192873
local_dg_camp,2.8309865951538087
visita_gc_cond_u5,2.808892011642456
local_gf_u5,2.802414083480835
local_pts_u3,2.8021583557128906
local_xgc_u3,2.7988457679748535
visita_mins_hhi,2.7982638359069822
local_tiros_arco_u5,2.7801448345184325
h2h_cond_gc_local,2.7726343631744386
local_tiros_arco_u3,2.77245512008667
visita_tarjetas_u3,2.7635677337646483
visita_sorpresa_u10,2.760008716583252
local_pts_del_u5,2.750734043121338
visita_xg_u3,2.7488691329956056
visita_xg_diff_u5,2.7439505577087404
visita_xa_u3,2.734162425994873
visita_dias_descanso,2.7317784786224366
h2h_pts_local,2.7312444686889648
local_gc_u5,2.719957160949707
visita_tiros_arco_u5_temp,2.714306354522705
local_pts_arq_u5,2.7115922927856446
visita_xg_u5,2.7060280799865724
visita_ppp_camp,2.7033719539642336
visita_tiros_arco_u3,2.6855233669281007
visita_continuidad_plantel_u5,2.6855051040649416
local_pts_cond_u5,2.684636354446411
local_pts_def_u5_temp,2.6811562061309813
visita_faltas_u3,2.6811336994171144
local_faltas_u5,2.667450952529907
visita_xgc_diff_u5,2.664105749130249
visita_tarjetas_u5,2.6524770259857178
visita_partidos_14d,2.6484169006347655
visita_pj_camp,2.635342526435852
dif_xg_u5,2.6154052734375
visita_n_hist,2.612345743179321
visita_sorpresa_u5,2.608748769760132
visita_pts_cond_u5,2.605784463882446
visita_pts_med_u5,2.5986893653869627
visita_pts_def_u5_temp,2.5958186626434325
visita_corners_u3,2.5866841316223144
dif_sorpresa_u10,2.582037258148193
local_pts_med_u3,2.5783252716064453
visita_pts_def_u3,2.57472505569458
visita_pts_u5_temp,2.5678915977478027
local_gc_camp,2.5649948835372927
local_faltas_u3,2.5638118267059324
local_gf_camp,2.5309608221054076
visita_pos_tabla_camp,2.51318359375
local_gf_cond_u5,2.504057025909424
local_tarjetas_u3,2.494770336151123
visita_pts_u5,2.483012294769287
local_racha,2.473472499847412
local_n_hist,2.4676922798156737
local_mins_hhi,2.4650691986083983
visita_gf_cond_u5,2.461102914810181
visita_racha,2.459816312789917
local_gc_u5_temp,2.4507561922073364
local_xg_diff_u5,2.4396114349365234
local_pts_med_u5,2.4305075645446776
local_pts_def_u5,2.430228090286255
dif_racha,2.405105972290039
local_xgc_u5,2.4031124114990234
visita_gc_u5_temp,2.4006277322769165
visita_pts_del_u5,2.3995088577270507
local_continuidad_plantel_u5,2.3978598594665526
visita_dg_cond_u5,2.3902398586273192
local_sorpresa_u5,2.388979935646057
visita_elo,2.3802090167999266
local_pts_arq_u3,2.3780413627624513
local_pts_def_u3,2.3762675285339356
h2h_cond_pts_local,2.373917245864868
visita_xg_u5_temp,2.3633847713470457
h2h_cond_gf_local,2.3630325317382814
visita_corners_u5,2.3478023529052736
local_pts_med_u5_temp,2.341023659706116
visita_pts_del_u3,2.3401137590408325
local_xgc_u5_temp,2.3307523250579836
visita_gc_camp,2.3228315830230715
visita_pts_arq_u3,2.3215054273605347
visita_gc_u3,2.3168952226638795
h2h_gf_local,2.3017505645751952
local_tiros_arco_conc_u5,2.2915396213531496
visita_faltas_u5,2.2887214183807374
visita_tiros_arco_u5,2.269332218170166
visita_gc_u5,2.2599693298339845
local_gf_u5_temp,2.2550057649612425
local_n_jugadores_u5,2.2525293588638307
local_dg_cond_u5,2.244467043876648
visita_n_jugadores_u3,2.221604919433594
gameweek,2.2181565284729006
local_gc_cond_u5,2.2113038063049317
visita_n_jugadores_u5,2.200852799415588
visita_gf_camp,2.1958872795104982
visita_pts_camp,2.186376953125
local_sorpresa_u10,2.1851553916931152
visita_pts_u3,2.137610912322998
local_tiros_arco_u5_temp,2.1228594303131105
local_gc_u3,2.0744717597961424
local_pj_camp,2.07344229221344
local_tarjetas_u5,2.040677881240845
local_gf_u3,1.9805625915527343
local_n_jugadores_u3,1.7497721195220948
h2h_cond_pts_visita,1.7000410556793213
h2h_cond_n,1.6760581493377686
local_partidos_14d,1.3927986383438111
h2h_n,1.0916382789611816
