feature,ganancia
fdr_dif,20.720086669921876
dif_pos_tabla_camp,19.3128231048584
dif_pts_camp,15.413878250122071
fdr_visita,14.922797393798827
dif_ppp_camp,14.304904556274414
dif_n_hist,8.23237247467041
local_es_ascendido,7.892852020263672
local_pos_tabla_camp,6.017288494110107
fdr_local,5.950381660461426
local_xg_cond_u5,5.207112121582031
dif_pts_u5,5.167917060852051
visita_es_ascendido,4.858318614959717
visita_xgc_u3,4.525484180450439
visita_gf_u5_temp,4.473023223876953
local_xg_u5,4.393538188934326
local_ppp_camp,4.318118953704834
local_dg_camp,4.24681282043457
dif_pts_med_u5,4.195047378540039
dif_xg_u5,4.156186103820801
local_corners_u5,4.129600715637207
visita_tiros_u3,4.100659370422363
dif_pts_def_u5,4.089071655273438
dif_xgc_u5,4.075532341003418
visita_tiros_arco_u3,4.065308856964111
visita_pts_def_u5,4.0652549266815186
visita_xa_u5,4.064842939376831
local_xg_u5_temp,4.057893753051758
visita_pos_tabla_camp,4.0520909309387205
local_dias_descanso,3.9952203750610353
h2h_pts_visita,3.961703634262085
h2h_gc_local,3.939496374130249
visita_xgc_u5_temp,3.8914716243743896
local_tiros_u5,3.8832971096038817
visita_xgc_u5,3.8314966201782226
visita_xgc_cond_u5,3.812771701812744
dif_gc_u5,3.8024504661560057
local_pts_cond_u5,3.802051830291748
local_corners_u3,3.759838819503784
visita_dg_camp,3.7370107650756834
visita_gc_camp,3.722152662277222
visita_pts_med_u5_temp,3.696118974685669
visita_gf_cond_u5,3.692979431152344
visita_gf_u5,3.6807562828063967
visita_pts_arq_u5,3.6796099185943603
local_mins_hhi,3.675095558166504
dif_dias_descanso,3.6533220767974854
visita_gc_cond_u5,3.6489028930664062
visita_tiros_u5,3.6269552230834963
visita_n_hist,3.6206947326660157
local_pts_def_u5_temp,3.614031744003296
local_gc_u5_temp,3.6051166534423826
visita_dias_descanso,3.6024100303649904
dif_gf_u5,3.6023934364318846
visita_continuidad_plantel_u5,3.5791814804077147
local_tiros_arco_u5,3.5774040699005125
local_tiros_arco_u5_temp,3.5764119625091553
visita_ppp_camp,3.563224983215332
local_dg_cond_u5,3.555650329589844
local_gf_cond_u5,3.5554486751556396
h2h_pts_local,3.5439076900482176
gameweek,3.539750003814697
visita_xa_u3,3.530029821395874
local_xgc_cond_u5,3.5246207237243654
visita_pts_def_u5_temp,3.5192943096160887
local_xa_u5,3.513285827636719
local_gf_camp,3.5032582759857176
visita_gc_u3,3.496526908874512
visita_mins_hhi,3.490089225769043
local_pts_med_u5_temp,3.4897618770599363
visita_tiros_arco_u5,3.485784816741943
visita_pts_cond_u5,3.48546724319458
visita_xg_u3,3.480006456375122
h2h_cond_pts_local,3.475246858596802
local_gc_camp,3.473277759552002
visita_pts_med_u3,3.4704557418823243
visita_xg_u5_temp,3.4695337295532225
visita_gc_u5_temp,3.463466215133667
local_gc_cond_u5,3.462597942352295
visita_xg_u5,3.447244930267334
h2h_cond_pts_visita,3.4285582065582276
visita_pts_def_u3,3.4233681201934814
visita_dg_cond_u5,3.417871046066284
visita_tiros_arco_u5_temp,3.4175508499145506
local_n_hist,3.399440145492554
local_pts_u5_temp,3.385785436630249
visita_pj_camp,3.385535192489624
local_pts_camp,3.3746827125549315
visita_faltas_u3,3.3704631328582764
local_xa_u3,3.370345449447632
visita_gf_camp,3.338618850708008
local_xgc_u5_temp,3.3344420909881594
local_gf_u5_temp,3.3316086292266847
visita_pts_del_u5,3.307921600341797
visita_pts_u5_temp,3.307843542098999
visita_pts_med_u5,3.3001890659332274
local_pts_arq_u5,3.2734243869781494
local_continuidad_plantel_u5,3.2688960075378417
visita_xg_cond_u5,3.2554279804229735
h2h_cond_gc_local,3.2477986812591553
visita_faltas_u5,3.236016845703125
local_faltas_u5,3.235668992996216
local_gc_u5,3.2345016479492186
local_xg_u3,3.2194331169128416
local_pts_arq_u3,3.218708038330078
visita_pts_arq_u3,3.206279230117798
h2h_cond_gf_local,3.202671670913696
local_pts_med_u3,3.1996580600738525
visita_n_jugadores_u3,3.196664333343506
visita_gf_u3,3.196151876449585
local_tiros_u3,3.1948148727416994
visita_corners_u5,3.188749599456787
local_pts_def_u5,3.1824244976043703
visita_pts_del_u3,3.16162166595459
local_pts_del_u5,3.1608346939086913
local_pts_u5,3.157421922683716
local_n_jugadores_u5,3.1510454177856446
visita_gc_u5,3.138749599456787
visita_pts_camp,3.1239028453826903
local_pts_med_u5,3.1162391185760496
local_tiros_arco_u3,3.1097471714019775
visita_tarjetas_u5,3.1024985313415527
h2h_gf_local,3.086386251449585
visita_corners_u3,3.069899082183838
visita_pts_u5,3.067727518081665
local_pj_camp,3.0606921195983885
h2h_n,3.036768388748169
visita_tarjetas_u3,3.0261678218841555
h2h_cond_n,3.0203666210174562
local_tarjetas_u5,3.0179231643676756
visita_n_jugadores_u5,3.0076841831207277
local_xgc_u5,3.007169723510742
visita_pts_u3,2.99061541557312
local_faltas_u3,2.985786294937134
local_n_jugadores_u3,2.902755117416382
local_pts_def_u3,2.88199725151062
local_pts_del_u3,2.878853607177734
local_tarjetas_u3,2.8520255088806152
local_gf_u5,2.848155879974365
local_xgc_u3,2.8395201206207275
local_gf_u3,2.6043168544769286
local_pts_u3,2.4719472885131837
local_gc_u3,2.345957374572754
xg_available,0.05306167602539062
