season,gameweek,n,accuracy,f1_macro,log_loss,rps,acc_siempre_local,acc_prior,ll_prior,confianza_media,gana_a_local,gana_al_prior,acc_argmax,acc_umbral_empate_030,roi,n_apuestas
2026-27,1,10,0.4,0.20512820512820515,1.0148741006851196,0.2525603175163269,0.7,0.7,0.9329620316664679,0.5076777338981628,False,False,0.4,0.4,0.21916666666666673,12
2026-27,2,10,0.6,0.4857142857142857,0.954571545124054,0.17490927875041962,0.3,0.3,1.1367516635689663,0.5053909420967102,True,True,0.6,0.7,-0.2288888888888889,9
2026-27,3,10,0.4,0.41005291005291006,1.0534427165985107,0.15574461221694946,0.2,0.2,1.269901412513502,0.5307987928390503,True,True,0.4,0.5,-0.21181818181818182,11
2026-27,4,10,0.4,0.3111111111111111,1.1627604961395264,0.21742959320545197,0.1,0.1,1.2386464795202157,0.48165592551231384,True,True,0.4,0.4,0.11166666666666665,6
